family	dataset	species_pop	acc_morpho	year_side	from_tip	from_base	count	xA	yA	xB	yB	xC	yC	xD	yD	xE	yE	xF	yF	xG	yG	xH	yH	xI	yI
grapevine	CA_populations	pop3	16117101	2019	NA	NA	NA	418.9067	402.8393	416.4141	353.1797	435.4159	321.325	512.3021	314.0324	-754.9717	546.7373	-511.3345	338.8027	-897.7026	-792.0045	-107.8421	-309.7681	157.4878	-2137.655
grapevine	CA_populations	pop3	16117101	2019	NA	NA	NA	426.6863	424.1978	422.9472	388.204	429.2427	344.3784	475.3754	329.5495	-874.2372	566.7952	-661.6314	343.6845	-947.7344	-956.9431	-99.6566	-401.4554	40.94785	-2042.265
grapevine	CA_populations	pop3	16117101	2019	NA	NA	NA	451.6317	367.443	445.3324	330.162	460.7077	294.7647	512.983	287.8209	-916.0731	463.3821	-729.5073	348.3296	-999.8333	-828.5681	125.8172	-195.4334	102.6249	-1912.454
grapevine	CA_populations	pop3	16117102	2019	NA	NA	NA	411.067	388.3307	393.556	366.8435	416.1076	329.8707	463.1169	326.1268	-810.2817	565.1753	-754.4857	435.3161	-897.9232	-771.6583	-421.032	-915.7184	183.2823	-1890.219
grapevine	CA_populations	pop3	16117102	2019	NA	NA	NA	426.1275	390.8288	395.2313	347.4721	443.4125	298.9682	508.9469	290.2116	-804.9372	642.6902	-681.273	473.6528	-854.5756	-822.3066	-357.6134	-777.344	186.2038	-1815.616
grapevine	CA_populations	pop3	16117102	2019	NA	NA	NA	465.4266	407.6244	439.8862	385.873	458.0466	347.8626	503.4583	332.4324	-806.4987	473.7137	-688.281	332.9362	-922.5945	-758.6461	-338.8517	-593.4669	312.2509	-2023.294
grapevine	CA_populations	pop3	16117103	2019	NA	NA	NA	356.8288	331.2969	330.1419	290.9121	354.0425	248.7263	416.8665	248.5162	-741.0877	684.8689	-628.1019	510.6711	-979.8226	-809.4893	-291.038	-577.3383	334.8142	-2014.535
grapevine	CA_populations	pop3	16117103	2019	NA	NA	NA	351.8178	368.1127	328.1398	329.6079	353.691	289.5385	411.3784	290.9452	-790.898	570.9524	-506.7174	389.5203	-1069.348	-755.3994	-88.14409	-380.8986	291.3522	-2020.518
grapevine	CA_populations	pop3	16117103	2019	NA	NA	NA	410.7547	386.5119	380.9204	343.6868	410.8441	301.0224	473.7159	293.5987	-792.0621	589.7594	-658.2839	410.7033	-909.5555	-894.2539	-315.8246	-820.6654	116.3055	-1933.682
grapevine	CA_populations	pop3	16117104	2019	NA	NA	NA	412.2169	319.5358	392.7815	293.6581	415.5708	264.5797	467.501	257.2416	-693.0666	646.0864	-623.1685	533.7266	-927.131	-915.852	-577.9036	-853.5623	337.2606	-1904.078
grapevine	CA_populations	pop3	16117105	2019	NA	NA	NA	371.1977	291.5175	363.933	263.5236	374.5197	218.0402	422.9405	223.7398	-915.7741	677.2903	-230.2525	349.0828	-1168.465	-802.1227	163.1168	-142.3055	380.8774	-1814.211
grapevine	CA_populations	pop3	16117105	2019	NA	NA	NA	415.0867	335.1554	390.9357	305.4297	400.6222	268.7005	442.1133	262.0802	-862.9324	673.9582	-555.977	378.7317	-1027.31	-869.5181	-7.887522	-236.5664	338.0506	-1892.393
grapevine	CA_populations	pop3	16117105	2019	NA	NA	NA	301.1125	315.4059	288.131	284.4468	302.117	252.2351	338.1983	248.4339	-665.2778	857.0684	-357.6424	371.6867	-1151.168	-767.9677	75.86854	-158.3298	435.3418	-1875.127
grapevine	CA_populations	pop3	16117106	2019	NA	NA	NA	439.0546	462.9259	429.0155	432.34	441.3291	402.0075	480.805	396.5401	-732.2293	401.7169	-608.9412	284.5638	-791.9767	-824.4221	-386.182	-741.8108	-8.007991	-2043.148
grapevine	CA_populations	pop3	16117106	2019	NA	NA	NA	422.1947	413.3267	411.1527	382.6775	416.0467	355.9017	453.6736	349.6434	-822.3934	526.8286	-708.1094	332.0763	-916.7916	-811.0827	-461.2224	-791.0922	176.7884	-1946.145
grapevine	CA_populations	pop3	16117106	2019	NA	NA	NA	465.977	390.5518	456.1712	362.9858	466.3726	340.929	494.8879	337.1342	-772.9021	498.3815	-669.9315	396.4104	-783.9462	-919.9488	-480.1235	-796.1898	-20.99257	-2030.999
grapevine	CA_populations	pop3	16117107	2019	NA	NA	NA	435.847	392.7116	435.6252	367.8791	445.0115	345.5841	486.8235	339.8146	-838.8747	539.1115	-697.436	429.8816	-775.6022	-1001.452	-345.4596	-742.5424	1.91371	-1996.786
grapevine	CA_populations	pop3	16117107	2019	NA	NA	NA	410.9778	375.6833	395.9096	327.7303	419.9518	299.0687	458.5582	291.9964	-890.5341	580.3918	-702.8242	429.852	-908.1161	-862.7177	-558.6577	-856.4878	272.1612	-1894.643
grapevine	CA_populations	pop3	16117107	2019	NA	NA	NA	459.5237	427.6012	458.3137	398.3968	466.6602	363.2621	514.4805	357.1674	-850.4572	427.2046	-694.1568	329.6398	-807.0962	-883.9258	-539.578	-816.2684	-30.75551	-1902.385
grapevine	CA_populations	pop3	16117108	2019	NA	NA	NA	424.1459	344.9811	411.7767	313.9029	422.2658	262.9239	472.4375	242.2455	-1022.47	618.1161	-764.1058	429.7607	-911.7959	-904.9184	-264.1005	-527.671	176.2982	-1805.675
grapevine	CA_populations	pop3	16117108	2019	NA	NA	NA	429.4547	365.0796	401.3223	322.3667	418.1635	281.7021	468.7737	274.7946	-912.3458	552.1079	-745.0135	417.3577	-939.0867	-1002.647	-281.7521	-723.9691	107.8771	-1885.381
grapevine	CA_populations	pop3	16117108	2019	NA	NA	NA	373.2776	380.4365	365.5589	342.6016	388.4563	290.6389	434.2441	283.2683	-847.0913	628.4159	-662.8512	488.3646	-823.0402	-992.283	-271.7668	-608.1864	178.7921	-1992.738
grapevine	CA_populations	pop3	16117109	2019	NA	NA	NA	287.0518	239.7018	282.35	210.3996	297.9316	185.6126	340.9624	180.0964	-598.7111	751.6185	-508.8578	462.7448	-1201.715	-931.6441	279.324	83.15636	503.8146	-1905.916
grapevine	CA_populations	pop3	16117109	2019	NA	NA	NA	361.3779	321.0929	352.7714	275.1518	373.8388	236.7988	428.8833	229.0044	-730.057	497.5873	-697.7651	396.7107	-1137.312	-610.1991	251.8701	76.98696	239.6579	-2072.658
grapevine	CA_populations	pop3	16117109	2019	NA	NA	NA	307.692	209.8307	305.3853	186.7395	322.7055	168.8459	349.8375	167.6943	-699.7064	728.692	-551.8981	483.9438	-1221.39	-873.8759	251.7145	40.68351	459.7389	-1881.616
grapevine	CA_populations	pop3	16117110	2019	NA	NA	NA	284.935	177.5092	242.3787	156.7029	288.5537	136.2889	350.5974	136.0452	-678.6248	815.2771	-504.6552	466.9523	-1094.426	-865.0957	313.4778	72.75626	500.312	-1938.793
grapevine	CA_populations	pop3	16117110	2019	NA	NA	NA	312.6138	265.7865	313.028	238.3171	327.8279	207.4817	370.9131	202.1581	-750.8515	621.5658	-597.8294	455.4369	-1090.849	-834.9777	257.2138	77.7005	432.728	-2055.566
grapevine	CA_populations	pop3	16117110	2019	NA	NA	NA	250.3212	244.4541	239.3063	228.0637	263.6511	209.9285	319.6248	209.2928	-539.2949	685.7466	-281.0864	346.5286	-1190.186	-797.8087	286.1442	151.283	458.9403	-2086.787
grapevine	CA_populations	pop3	16117111	2019	NA	NA	NA	358.1123	282.4409	328.4678	250.9938	365.3574	204.2979	431.3899	199.4136	-760.5447	714.2668	-708.2002	586.7478	-846.0068	-763.5488	-407.9437	-847.0066	453.5187	-1855.742
grapevine	CA_populations	pop3	16117111	2019	NA	NA	NA	413.7697	279.1856	372.2389	256.333	409.229	219.1322	482.0108	187.8247	-832.1828	767.4284	-808.0871	592.9589	-752.005	-874.9398	-383.6622	-1008.521	218.4131	-1436.896
grapevine	CA_populations	pop3	16117111	2019	NA	NA	NA	351.9238	302.3483	335.3816	276.2575	355.3516	243.7082	423.9283	227.9315	-723.8941	699.4109	-692.3963	611.0144	-881.2929	-853.4288	-582.8797	-875.9205	502.7435	-1700.082
grapevine	CA_populations	pop3	16117112	2019	NA	NA	NA	234.9564	208.9919	225.7354	192.6275	235.7837	139.7924	302.2593	137.5869	-599.1794	833.6077	-564.5185	698.4223	-1060.509	-731.8141	-59.28805	-289.3343	760.6159	-1858.884
grapevine	CA_populations	pop3	16117112	2019	NA	NA	NA	293.5517	322.1949	282.4892	281.9101	301.2048	237.1827	371.5619	236.3489	-617.1322	721.2297	-508.0814	585.2175	-1009.1	-922.8391	-369.0461	-749.0339	390.2979	-2080.211
grapevine	CA_populations	pop3	16117112	2019	NA	NA	NA	256.0597	247.1604	236.2693	234.2362	237.8681	185.0066	296.9831	180.2027	-585.4255	913.5686	-544.9347	700.7617	-887.8334	-855.7452	-278.6397	-577.7912	727.9669	-1917.831
grapevine	CA_populations	pop3	16117113	2019	NA	NA	NA	350.7533	301.3075	327.9126	279.7635	345.998	252.8878	392.9047	243.3049	-648.2427	741.1156	-612.118	598.1612	-897.3461	-805.7236	-570.801	-837.1371	527.0065	-1928.593
grapevine	CA_populations	pop3	16117113	2019	NA	NA	NA	424.6866	308.1614	396.1144	273.7046	428.5486	221.2536	475.6583	228.4866	-921.4449	694.7525	-811.5157	553.9668	-915.4487	-748.7664	-614.3839	-828.7815	480.4668	-1437.262
grapevine	CA_populations	pop3	16117113	2019	NA	NA	NA	433.1727	311.6969	411.4427	288.9902	419.4578	243.3792	486.8376	232.7145	-830.1832	673.7531	-723.4148	520.5114	-841.9621	-861.6078	-505.4898	-861.4229	383.1783	-1648.061
grapevine	CA_populations	pop3	16117114	2019	NA	NA	NA	344.188	315.1645	344.2578	278.6778	367.4073	245.5408	428.4255	249.0782	-635.1545	705.7064	-605.5369	504.5022	-875.4911	-851.058	-502.5007	-833.6445	415.2619	-2094.111
grapevine	CA_populations	pop3	16117114	2019	NA	NA	NA	396.9875	336.316	373.1906	302.6893	402.5062	276.9959	468.8629	271.202	-755.783	644.1693	-630.3804	453.8962	-860.3755	-691.631	-567.048	-805.6998	413.0454	-2006.933
grapevine	CA_populations	pop3	16117114	2019	NA	NA	NA	404.3974	328.048	410.2982	301.0939	438.1557	286.6378	473.4967	278.6775	-654.608	705.6999	-609.1569	465.2148	-1015.125	-773.6482	-593.9548	-822.1346	435.5255	-1893.913
grapevine	CA_populations	pop3	16117115	2019	NA	NA	NA	439.5237	404.5378	429.7176	379.6892	433.2951	355.4698	485.9978	323.8052	-833.9408	543.42	-689.8915	384.3575	-996.5471	-873.8273	-182.4706	-552.6547	114.4576	-1992.193
grapevine	CA_populations	pop3	16117115	2019	NA	NA	NA	417.8627	416.5029	416.5151	384.837	430.9476	357.3009	476.1903	344.5724	-784.9309	616.7039	-632.6514	399.3066	-1001.94	-928.6713	-223.2091	-568.7866	250.889	-1927.512
grapevine	CA_populations	pop3	16117115	2019	NA	NA	NA	449.0972	328.0491	443.3899	300.857	457.7574	249.919	504.577	234.5654	-875.4601	683.7367	-669.0261	472.6418	-1029.816	-856.7496	-205.8549	-540.9285	382.1055	-1842.939
grapevine	CA_populations	pop3	16117116	2019	NA	NA	NA	375.0926	392.1018	341.656	364.4218	386.7229	330.8251	487.7539	308.1099	-802.2246	703.2528	-624.6592	524.4237	-872.1792	-786.3672	-435.0158	-709.0291	282.7186	-1895.631
grapevine	CA_populations	pop3	16117116	2019	NA	NA	NA	346.0282	291.6567	309.2877	258.51	344.2614	225.8529	429.0346	213.0042	-723.2282	742.6822	-674.9918	592.3326	-1016.772	-902.2105	52.93875	-372.2059	356.5903	-1839.57
grapevine	CA_populations	pop3	16117116	2019	NA	NA	NA	366.1088	319.5739	315.0885	287.1078	354.5057	240.4672	441.8151	226.7097	-684.4054	782.1802	-601.258	641.6304	-971.3858	-782.0238	-308.7026	-672.2403	441.2992	-2009.574
grapevine	CA_populations	pop3	16117117	2019	NA	NA	NA	447.0718	425.0149	408.2896	393.1799	409.4899	356.8087	431.7817	337.2252	-674.3337	667.3463	-544.8385	531.157	-782.9891	-703.6898	-439.6815	-721.3263	206.8548	-1955.299
grapevine	CA_populations	pop3	16117117	2019	NA	NA	NA	422.1812	393.3275	374.9799	373.3069	404.5121	339.2385	500.0416	303.2898	-582.3737	617.3731	-536.6614	510.57	-826.4772	-759.5377	-500.0306	-747.5876	275.1242	-2075.314
grapevine	CA_populations	pop3	16117117	2019	NA	NA	NA	405.466	310.0267	374.7394	297.3033	392.7565	253.5806	463.2205	242.6372	-762.6641	659.5371	-725.7862	515.4936	-891.5102	-765.7276	-593.2227	-805.5067	485.0798	-1882.911
grapevine	CA_populations	pop3	16117118	2019	NA	NA	NA	369.4924	289.7664	357.4905	264.5308	372.0694	223.4099	417.554	223.9428	-701.214	718.3345	-676.2856	536.2632	-1005.734	-836.521	-548.7872	-822.7696	535.9709	-1793.664
grapevine	CA_populations	pop3	16117118	2019	NA	NA	NA	372.0024	366.1267	375.6067	338.0447	387.8527	307.5037	429.1372	300.9083	-661.3258	665.535	-637.1379	518.7801	-911.689	-886.6012	-534.4679	-864.9458	305.6355	-1906.041
grapevine	CA_populations	pop3	16117118	2019	NA	NA	NA	431.3559	327.9527	428.7867	300.8093	442.25	280.5582	476.8281	270.697	-785.8544	733.8079	-759.433	498.7416	-892.3882	-929.4033	-485.9072	-852.3361	260.3677	-1757.946
grapevine	CA_populations	pop3	16117119	2019	NA	NA	NA	268.3218	350.8575	267.2308	319.7245	287.8939	283.3202	332.1966	288.6706	-762.2178	453.9662	170.4926	273.7306	-1001.614	-665.5765	257.8493	197.7348	242.6661	-1966.962
grapevine	CA_populations	pop3	16117119	2019	NA	NA	NA	310.6071	325.5586	310.8782	311.9045	321.7922	267.7216	372.6707	260.7481	-838.8377	521.9916	150.2473	273.4051	-1060.566	-1002.511	320.1889	155.1938	46.47966	-1819.221
grapevine	CA_populations	pop3	16117119	2019	NA	NA	NA	251.917	196.1967	249.7697	169.9939	268.6924	136.8629	306.0539	136.2323	-617.493	900.9101	-134.9103	274.6255	-1407.532	-815.7723	244.0421	58.14657	616.1174	-1594.219
grapevine	CA_populations	pop3	16117120	2019	NA	NA	NA	399.5918	353.3014	386.7338	331.0794	407.4214	296.5225	451.3688	282.9992	-892.9817	637.3028	-778.8049	445.9229	-908.3165	-886.1745	-356.8438	-772.5856	263.3078	-1824.936
grapevine	CA_populations	pop3	16117120	2019	NA	NA	NA	427.0333	326.0538	419.0823	293.9792	428.3118	261.8227	477.143	248.3744	-796.6574	661.4916	-716.9558	416.104	-949.9953	-811.3802	-440.7714	-773.3789	289.2489	-1983.667
grapevine	CA_populations	pop3	16117120	2019	NA	NA	NA	454.0258	298.7727	445.5782	256.7894	474.7397	221.7775	516.5148	211.0367	-943.4975	641.6595	-746.1658	467.6798	-993.9719	-653.6796	-277.6035	-609.7822	352.8188	-1851.058
grapevine	CA_populations	pop3	16117121	2019	NA	NA	NA	282.3959	317.9744	270.7849	294.5378	283.3493	260.4654	360.659	257.1659	-582.9871	821.1873	-561.6863	633.156	-923.6	-878.206	-153.8694	-481.9814	483.4869	-2011.415
grapevine	CA_populations	pop3	16117121	2019	NA	NA	NA	304.0995	321.5021	277.2058	297.1806	297.914	253.7044	365.6178	248.8733	-612.8923	719.2746	-535.9624	591.2339	-989.4837	-771.264	-186.3225	-577.644	433.7898	-2087.971
grapevine	CA_populations	pop3	16117121	2019	NA	NA	NA	291.8268	277.6086	267.2093	248.8426	293.1195	216.0927	369.5324	228.7975	-628.314	806.1166	-498.6869	590.9139	-932.9797	-827.67	-324.8797	-766.4638	467.204	-1970.614
grapevine	CA_populations	pop3	16117122	2019	NA	NA	NA	384.4563	341.0395	362.7635	321.4595	391.0173	279.5237	449.7983	272.1678	-678.8086	597.5297	-633.4582	503.5721	-790.0476	-827.4105	-596.6298	-818.8618	281.0123	-2037.468
grapevine	CA_populations	pop3	16117122	2019	NA	NA	NA	365.6951	346.0865	338.0546	321.1616	359.2287	280.7202	416.8338	260.3424	-791.6633	734.2716	-731.3248	605.2662	-792.165	-883.7981	-475.2566	-830.289	318.9454	-1773.493
grapevine	CA_populations	pop3	16117122	2019	NA	NA	NA	399.6093	307.3216	356.2132	269.0382	385.8592	239.2737	461.329	224.2704	-821.5096	564.1111	-766.0051	467.4579	-790.9079	-846.953	-523.4684	-801.0723	276.2633	-1959.32
grapevine	CA_populations	pop3	16117123	2019	NA	NA	NA	453.5476	355.3972	429.7297	338.683	460.605	307.2575	506.5427	300.2852	-732.0451	536.0525	-672.2757	438.8706	-962.2112	-867.6893	-485.5709	-729.3461	272.0664	-2041.792
grapevine	CA_populations	pop3	16117123	2019	NA	NA	NA	372.7521	291.5902	344.3828	276.6428	367.1479	246.5232	433.5671	233.5346	-707.629	615.1229	-545.2186	492.9109	-1043.881	-806.522	-249.5919	-456.7086	394.9811	-2208.997
grapevine	CA_populations	pop3	16117123	2019	NA	NA	NA	401.5099	344.6306	371.4944	326.8822	391.2317	292.3723	440.9846	275.6108	-773.2671	577.0086	-660.7884	455.1304	-989.6941	-919.3025	-280.1752	-598.8557	222.8589	-2118.923
grapevine	CA_populations	pop3	16117124	2019	NA	NA	NA	499.6577	394.4473	493.2202	370.374	506.0201	348.2293	545.9583	334.2212	-860.9161	425.8678	-648.4842	324.1285	-1057.545	-869.5168	-541.13	-767.9748	116.4091	-1893.626
grapevine	CA_populations	pop3	16117124	2019	NA	NA	NA	457.7409	305.6786	453.1286	275.6645	462.3671	252.4824	507.004	243.0633	-864.1541	781.4827	-672.3497	567.6702	-801.0919	-944.8516	-509.3571	-770.7822	348.7677	-1634.242
grapevine	CA_populations	pop3	16117124	2019	NA	NA	NA	508.5076	378.1289	499.4605	344.2261	498.413	319.3631	536.1397	303.7083	-873.8094	521.4214	-671.7992	378.1183	-857.0343	-986.0221	-483.1805	-778.4885	58.40303	-1868.652
grapevine	CA_populations	pop3	16117125	2019	NA	NA	NA	457.4251	332.1972	452.207	302.6016	469.1723	273.6177	519.2046	262.1625	-924.2319	617.1786	-692.7231	415.6424	-896.7445	-924.019	-68.82004	-339.657	114.2573	-1864.542
grapevine	CA_populations	pop3	16117125	2019	NA	NA	NA	482.1283	332.9372	478.074	311.6682	499.2073	288.3775	562.7147	272.4829	-945.6528	540.958	-670.9748	383.7111	-962.8161	-865.9952	-200.1291	-487.8135	85.20303	-1845.813
grapevine	CA_populations	pop3	16117125	2019	NA	NA	NA	451.7282	338.3969	437.8957	297.1787	454.8161	267.165	486.8414	261.2538	-869.8481	690.3436	-589.4074	424.0723	-936.2056	-814.9571	-41.88628	-318.4947	226.084	-2016.649
grapevine	CA_populations	pop3	16117126	2019	NA	NA	NA	349.7136	235.761	343.5226	204.503	352.6974	175.4693	387.3346	168.609	-825.5805	826.7445	-647.6294	501.7754	-1211.635	-829.8696	133.8119	-100.7524	533.8458	-1591.729
grapevine	CA_populations	pop3	16117126	2019	NA	NA	NA	340.7973	297.2396	333.6414	274.1445	343.7032	249.3676	384.0044	243.9165	-870.4948	770.0633	-106.0065	320.2452	-886.6897	-1382.193	253.9119	36.34831	12.46234	-1691.49
grapevine	CA_populations	pop3	16117126	2019	NA	NA	NA	266.8724	248.9095	252.5046	221.6316	257.7768	188.2873	283.6545	185.8428	-635.6753	867.2891	-190.2563	340.0985	-1215.093	-826.407	172.9704	12.69649	510.5952	-1762.575
grapevine	CA_populations	pop3	16117127	2019	NA	NA	NA	410.5228	315.5281	401.7452	285.893	411.3535	256.1611	445.3111	253.4031	-855.3498	650.0606	-683.1346	437.1819	-1018.649	-908.8017	-518.1184	-823.9317	338.9032	-1723.78
grapevine	CA_populations	pop3	16117127	2019	NA	NA	NA	393.5963	294.0551	384.4246	265.5767	401.4124	229.9963	437.8064	228.7584	-806.7249	695.5414	-627.4323	422.1653	-1031.185	-874.047	-453.399	-783.1578	447.0666	-1816.953
grapevine	CA_populations	pop3	16117127	2019	NA	NA	NA	406.1164	334.1228	395.8189	300.923	414.8806	267.9369	464.3982	258.3309	-831.7181	675.308	-693.8784	455.5202	-1067.341	-807.6497	-466.9921	-725.2111	395.4942	-1801.203
grapevine	CA_populations	pop3	16117128	2019	NA	NA	NA	327.3516	305.7912	312.4245	273.783	328.2028	243.9915	379.0041	240.8613	-800.3415	674.2411	-542.0057	390.0245	-1044.885	-915.7678	159.7177	-13.35623	349.0667	-1891.951
grapevine	CA_populations	pop3	16117128	2019	NA	NA	NA	293.7252	376.1215	285.433	335.8704	304.4817	281.2817	348.1044	295.0592	-998.0059	446.3565	126.6376	290.2791	-748.547	-1090.496	261.4299	125.0119	-174.7834	-2041.917
grapevine	CA_populations	pop3	16117128	2019	NA	NA	NA	293.8824	242.1346	274.9727	213.8255	280.312	181.8181	329.4979	168.3577	-912.6751	528.8548	146.7708	253.022	-1079.152	-955.2764	253.981	103.845	367.3029	-1929.157
grapevine	CA_populations	pop3	16117129	2019	NA	NA	NA	315.8113	254.0802	305.0437	222.0189	320.1142	182.5669	371.3734	177.4889	-774.0002	670.3296	-605.0883	473.4638	-985.87	-1008.552	256.74	102.3591	396.3068	-1947.792
grapevine	CA_populations	pop3	16117129	2019	NA	NA	NA	308.0603	264.3616	293.2366	232.9033	314.0508	200.7348	366.4823	197.5797	-853.0855	586.2212	-152.0114	342.4639	-1164.977	-869.1495	269.8374	80.61679	287.5403	-2091.33
grapevine	CA_populations	pop3	16117129	2019	NA	NA	NA	338.7421	274.7403	323.0694	244.7668	344.016	219.8701	387.0149	220.4623	-748.1189	552.3914	-478.6204	374.3476	-960.408	-1071.552	299.4276	130.4644	198.7314	-2088.647
grapevine	CA_populations	pop3	16117130	2019	NA	NA	NA	361.3177	344.7318	353.0181	314.1563	362.4396	274.7334	409.0012	268.6038	-814.3939	686.2498	-714.4825	521.6819	-902.8523	-969.1502	-425.2337	-868.4045	290.7554	-1976.945
grapevine	CA_populations	pop3	16117130	2019	NA	NA	NA	415.2609	411.6168	414.5268	360.0727	430.7136	302.1369	502.8445	295.222	-791.6092	528.4372	-691.8996	376.8674	-995.9868	-675.1585	-556.6018	-832.1518	228.5822	-1970.929
grapevine	CA_populations	pop3	16117130	2019	NA	NA	NA	367.8778	298.2942	364.94	269.2416	376.0568	234.6242	421.5464	232.0384	-841.6136	806.0015	-721.8229	570.1395	-977.4261	-869.4299	-318.9451	-813.5527	403.1464	-1840.496
grapevine	CA_populations	pop3	16117131	2019	NA	NA	NA	409.118	339.4756	399.043	310.2181	409.3834	267.3855	454.342	261.7214	-848.0188	636.4252	-671.6198	464.4098	-984.1146	-756.6921	-484.8589	-836.9784	396.539	-1955.392
grapevine	CA_populations	pop3	16117131	2019	NA	NA	NA	422.6744	337.66	414.0448	299.1255	430.818	269.1664	470.2305	265.8266	-847.6624	686.7991	-676.6343	410.9607	-871.6483	-857.3623	-488.652	-849.9047	248.0193	-1925.526
grapevine	CA_populations	pop3	16117131	2019	NA	NA	NA	383.4897	303.9563	366.8289	276.8443	380.785	236.5683	442.0455	232.9957	-780.8351	797.1893	-760.1175	552.1065	-880.8621	-911.1014	-481.7344	-883.5629	294.4154	-1766.684
grapevine	CA_populations	pop3	16117132	2019	NA	NA	NA	219.8282	252.5089	208.0659	229.9035	227.9217	187.5154	281.2074	184.6088	-537.9773	978.679	-256.452	431.4158	-1026.954	-904.2611	138.4201	23.10618	561.6437	-1723.111
grapevine	CA_populations	pop3	16117132	2019	NA	NA	NA	225.3579	230.36	206.6276	208.9803	216.2176	174.0746	265.0001	150.6977	-504.9134	928.6647	-220.5242	420.1032	-1188.74	-747.3843	106.1748	-34.72944	640.5948	-1689.082
grapevine	CA_populations	pop3	16117132	2019	NA	NA	NA	266.9586	246.4436	250.8376	217.1069	271.4221	187.0375	308.0148	180.6579	-742.0123	854.104	-19.96705	305.8386	-1167.752	-946.5671	190.5354	26.2364	430.1515	-1766.531
grapevine	CA_populations	pop3	16117133	2019	NA	NA	NA	344.2962	314.5319	341.0249	278.3915	356.7323	230.2983	411.7949	227.1155	-748.5599	789.3636	-582.2365	537.2666	-972.7188	-935.3681	-348.9128	-798.2691	487.0995	-1895.31
grapevine	CA_populations	pop3	16117133	2019	NA	NA	NA	382.9416	375.3605	374.3642	342.5219	390.3421	296.2535	439.6433	287.503	-859.3709	603.2833	-644.2804	390.2773	-926.9374	-811.9451	-318.137	-535.1586	337.1962	-2096.289
grapevine	CA_populations	pop3	16117133	2019	NA	NA	NA	423.2717	333.5478	408.7216	287.1053	445.9385	247.7592	479.4477	243.0897	-849.4029	582.9079	-754.2505	477.3244	-1051.855	-863.2944	112.6201	-178.9532	319.2695	-1993.757
grapevine	CA_populations	pop3	16117134	2019	NA	NA	NA	411.6229	313.7858	384.9348	283.1158	400.6023	246.3073	450.6251	233.4985	-751.6635	748.4226	-642.1767	572.3118	-981.52	-710.0027	-227.3324	-618.0875	436.8906	-1826.618
grapevine	CA_populations	pop3	16117134	2019	NA	NA	NA	418.565	349.7875	397.4361	336.9639	406.0727	296.2408	445.8399	281.9642	-847.0636	711.8992	-589.3511	384.9484	-1017.802	-944.6554	-166.5013	-460.6381	317.0135	-1949.578
grapevine	CA_populations	pop3	16117134	2019	NA	NA	NA	367.4676	350.4414	342.6259	324.7607	362.5126	283.6525	421.3696	269.4694	-776.8796	698.8277	-693.7314	530.4098	-945.1313	-854.8963	-266.0625	-664.7233	305.8387	-1963.585
grapevine	CA_populations	pop3	16117135	2019	NA	NA	NA	368.9022	312.9579	358.2907	281.2303	382.7453	238.4871	453.427	235.0132	-667.6562	707.5559	-669.2958	568.0896	-933.5407	-776.268	-326.9473	-610.9676	440.3717	-2034.439
grapevine	CA_populations	pop3	16117137	2019	NA	NA	NA	320.2134	272.4767	316.1576	234.0045	323.764	188.0789	367.664	191.2309	-782.0594	753.5582	-676.154	518.3311	-1203.101	-465.5193	-21.84753	-359.7609	674.1764	-1727.72
grapevine	CA_populations	pop3	16117137	2019	NA	NA	NA	349.2711	244.8384	336.5559	209.4663	359.4782	177.0967	394.7735	168.9075	-902.5932	665.478	-843.5566	482.7104	-1220.199	-674.2571	233.1122	-152.5764	495.7914	-1410.539
grapevine	CA_populations	pop3	16117137	2019	NA	NA	NA	345.6574	258.6364	321.6022	231.6895	338.6441	194.8716	383.7163	179.9032	-807.0286	674.2511	-780.0565	499.5879	-1035.938	-641.9404	85.66634	-181.6448	318.5869	-1706.444
grapevine	CA_populations	pop3	16117138	2019	NA	NA	NA	342.9053	287.8159	314.8241	262.3643	339.5612	230.1702	401.554	223.5958	-693.3804	699.8229	-610.0905	538.8642	-877.8949	-881.0196	-129.7325	-395.4986	388.454	-2187.18
grapevine	CA_populations	pop3	16117138	2019	NA	NA	NA	266.3874	237.1497	245.4797	219.8349	263.5451	186.9754	313.1632	177.0982	-531.6406	707.3913	-520.944	585.0743	-1153.291	-711.6156	169.7199	1.585283	630.2864	-2073.764
grapevine	CA_populations	pop3	16117138	2019	NA	NA	NA	306.5033	306.022	283.9506	290.7289	298.2306	250.8082	349.9539	240.4617	-680.2214	726.2352	-610.4563	592.9566	-1120.887	-980.5829	1.076827	-262.7644	476.7739	-1941.63
grapevine	CA_populations	pop3	16117139	2019	NA	NA	NA	318.1682	251.213	314.455	224.9123	331.8	184.9086	377.2052	180.7975	-832.4824	786.9126	-195.5391	347.498	-1034.055	-901.4229	115.2222	-143.9684	375.5515	-1817.807
grapevine	CA_populations	pop3	16117139	2019	NA	NA	NA	343.7058	241.2434	333.0442	203.7436	347.9296	173.4462	402.9416	172.3915	-818.3435	779.7492	-161.0081	364.5318	-1142.338	-651.1769	61.16853	-104.0113	548.9428	-1741.89
grapevine	CA_populations	pop3	16117139	2019	NA	NA	NA	311.0989	288.0739	291.8021	254.5338	309.7971	218.9958	354.3912	212.3692	-956.2975	539.0763	-42.88079	281.1994	-1201.111	-830.6806	275.4272	97.58006	387.7852	-1921.806
